mejor
0,0.009000000000000001,0
0,0.001,1
0,0.005,2
1,0.006,3
2,0.01,4
3,0.015,5
4,0.023,6
5,0.034,7
6,0.047,8
7,0.063,9
8,0.083,10
9,0.106,11
10,0.134,12
11,0.167,13
12,0.203,14
13,0.245,15
14,0.307,16
15,0.346,17
16,0.406,18
17,0.473,19
18,0.5670000000000001,20
19,0.291,21
20,0.191,22
21,0.217,23
22,0.245,24
23,0.275,25
24,0.307,26
25,0.344,27
26,0.379,28
27,0.419,29
28,0.466,30
random
0,0.001,0
0,0,1
0,0.001,2
0,0.002,3
0,0.005,4
0,0.009000000000000001,5
1,0.02,6
1,0.038,7
1,0.08500000000000001,8
1,0.156,9
3,0.194,10
3,0.326,11
3,0.665,12
4,1.031,13
3,2.288,14
4,4.341,15
3,11.588,16
5,7.802,17
7,12.547,18
6,42.03,19
5,52.5,20
9,36.093,21
9,60.27699999999999,22
10,63.025,23
10,143.546,24
11,342.73,25
9,912.837,26
13,577.1420000000001,27
13,636.2860000000001,28
14,556.1089999999999,29
14,1633.507,30
peor
0,0,0
0,0,1
0,0.001,2
0,0.002,3
0,0.004,4
0,0.01,5
0,0.021,6
0,0.036,7
0,0.093,8
0,0.192,9
0,0.387,10
0,0.7919999999999999,11
0,1.592,12
0,3.235,13
0,6.446000000000001,14
0,13.08,15
0,25.98,16
0,52.58199999999999,17
0,104.411,18
0,211.219,19
0,419.281,20
0,847.617,21
0,1678.412,22
0,3392.656,23
0,6705.525,24
0,13521.312,25
0,26814.495,26
0,54400.048,27
0,107901.935,28
0,219231.332,29
0,430809.94,30
crec
0,0,0
0,0,1
0,0.001,2
0,0.002,3
0,0.005,4
0,0.011,5
0,0.025,6
0,0.057,7
0,0.129,8
0,0.287,9
0,0.641,10
0,1.401,11
0,3.045,12
0,6.575,13
0,14.072,14
0,30.043,15
0,63.968,16
0,135.577,17
0,286.568,18
0,604.0799999999999,19
0,1269.717,20
0,2662.797,21
0,5551.41,22
0,11582.291,23
0,24174.111,24
0,50136.601,25
0,104621.812,26
0,216154.791,27
0,437466.251,28
0,908899.702,29
0,1929020.713,30
decrec
0,0,0
0,0.001,1
0,0.001,2
0,0.002,3
0,0.005,4
0,0.01,5
0,0.024,6
0,0.054,7
0,0.12,8
0,0.267,9
0,0.596,10
0,1.303,11
0,2.805,12
0,6.067,13
0,12.979,14
0,27.237,15
0,57.624,16
0,122.205,17
0,258.607,18
0,544.789,19
0,1141.103,20
0,2394.007,21
0,4985.443,22
0,10407.023,23
0,21699.437,24
0,45256.499,25
0,93919.228,26
0,194750.532,27
0,403276.213,28
0,833334.738,29
0,1723380.47,30
